,date,open,high,low,close,volume,adj_factor
828,2020-07-31,1.7953491891891888,1.833548108108108,1.7667,1.7667,2306,0.9549729729729729
829,2020-08-03,1.7633092819148937,1.8430473404255319,1.7633092819148937,1.7953,3330,0.9549468085106383
830,2020-08-04,1.7189,1.7570977777777779,1.6138561111111112,1.7189,14223,0.9549444444444445
831,2020-08-05,1.7380031914893617,1.7953,1.671156914893617,1.7953,10326,0.9549468085106383
832,2020-08-06,1.8430462365591396,1.8430462365591396,1.7571010752688172,1.7762,2154,0.9549462365591397
833,2020-08-07,1.7953491891891888,1.8526475675675673,1.7383373027027027,1.7667,1921,0.9549729729729729
834,2020-08-10,1.833545762711864,1.833545762711864,1.6903,1.6903,1064,0.9549717514124293
835,2020-08-11,1.6807073684210527,2.482863157894737,1.6807073684210527,1.8144,94525,0.9549473684210527
836,2020-08-12,1.9003504999999998,1.9767464999999997,1.7857565,1.9099,30862,0.95495
837,2020-08-13,1.9958252983293552,2.0006,1.9958252983293552,2.0006,1282,0.9549403341288781
838,2020-08-14,2.000625238095238,2.091345714285714,1.852703114285714,2.0054,7572,0.9549523809523809
839,2020-08-17,1.8812313253012045,2.0531204819277105,1.8716819277108432,1.9815,3032,0.9549397590361445
840,2020-08-18,1.9853155292251714,2.130943532210664,1.9576223352148152,2.0471,6368,0.9549377244950319
841,2020-08-19,1.9767372549019608,2.6896040958605667,1.9767372549019608,2.1916,185227,0.9549455337690633
842,2020-08-20,2.214475317073171,2.2586884292682927,1.9576,1.9576,32535,0.9549268292682928
843,2020-08-21,1.9385504901960782,2.1772882352941174,1.9385504901960782,1.9481,14747,0.9549509803921569
844,2020-08-24,1.9385484999999998,1.9385484999999998,1.7857565,1.9099,41146,0.95495
845,2020-08-25,1.8143538461538462,1.8764238461538463,1.8143538461538462,1.8621,2987,0.954923076923077
846,2020-08-26,2.0722088581457774,2.0722088581457774,1.7940363049762544,1.8499,13625,0.9549349576708652
847,2020-08-27,1.9575939086294414,1.9575939086294414,1.8812,1.8812,1506,0.9549238578680203
